序号,原版 event,category,vibration_intensity,audio,audio_intensity,player_only,haptics.lua 行,重复定义数,源码字面引用数,原版原始逻辑/证据,目前实现的触发逻辑,正常交互保护,空间/player_only 逻辑,目前具体震动方式,保真度与限制
383,dontstarve/creatures/together/klaus/death,BOSS,1.0,True,1.0,False,514,1,1,"haptics.lua 第 514 行注册；触发证据：stategraphs/SGklaus.lua:298 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/death"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
384,dontstarve/creatures/together/klaus/lock_break,BOSS,1.0,True,1.0,False,515,1,3,"haptics.lua 第 515 行注册；触发证据：prefabs/deer.lua:645 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/lock_break"")；prefabs/klaus_sack.lua:64 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/lock_break"")；stategraphs/SGklaus.lua:421 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/lock_break"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
385,dontstarve/creatures/together/klaus/taunt,BOSS,1.0,True,1.0,False,516,1,1,"haptics.lua 第 516 行注册；触发证据：stategraphs/SGklaus.lua:511 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/taunt"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
386,dontstarve/creatures/together/klaus/lol,BOSS,1.0,True,1.0,False,517,1,1,"haptics.lua 第 517 行注册；触发证据：stategraphs/SGklaus.lua:837 inst.SoundEmitter:PlaySound(""dontstarve/creatures/together/klaus/lol"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
387,saltydog/creatures/boss/malbatross/whoosh,BOSS,1.0,True,1.0,False,520,1,3,"haptics.lua 第 520 行注册；触发证据：stategraphs/SGmalbatross.lua:196 TimeEvent(7*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/whoosh"") end),；stategraphs/SGmalbatross.lua:343 TimeEvent(2*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/whoosh"") end),；stategraphs/SGmalbatross.lua:397 TimeEvent(2*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/whoosh"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
388,saltydog/creatures/boss/malbatross/beak,BOSS,1.0,True,1.0,False,522,1,1,"haptics.lua 第 522 行注册；触发证据：stategraphs/SGmalbatross.lua:403 TimeEvent(40*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/beak"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
389,saltydog/creatures/boss/malbatross/taunt,BOSS,1.0,True,1.0,False,523,1,2,"haptics.lua 第 523 行注册；触发证据：stategraphs/SGmalbatross.lua:425 TimeEvent(5 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/taunt"") end),；stategraphs/SGmalbatross.lua:450 TimeEvent(5 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/taunt"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
390,saltydog/creatures/boss/malbatross/death,BOSS,1.0,True,1.0,False,524,1,2,"haptics.lua 第 524 行注册；触发证据：stategraphs/SGmalbatross.lua:481 TimeEvent(4 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/death"") end),；stategraphs/SGmalbatross.lua:813 TimeEvent(4 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/death"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
391,saltydog/creatures/boss/malbatross/swoop,BOSS,1.0,True,1.0,False,525,1,2,"haptics.lua 第 525 行注册；触发证据：stategraphs/SGmalbatross.lua:534 TimeEvent(8 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/swoop_pre"") end),；stategraphs/SGmalbatross.lua:577 TimeEvent(0*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/swoop"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
392,saltydog/creatures/boss/malbatross/attack_swipe_water,BOSS,1.0,True,1.0,False,526,1,2,"haptics.lua 第 526 行注册；触发证据：stategraphs/SGmalbatross.lua:638 inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/attack_swipe_water"") end),；stategraphs/SGmalbatross.lua:802 inst.SoundEmitter:PlaySound(""saltydog/creatures/boss/malbatross/attack_swipe_water"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
393,turnoftides/common/together/water/splash/jump_boss,BOSS,1.0,True,1.0,False,527,1,3,"haptics.lua 第 527 行注册；触发证据：stategraphs/SGmalbatross.lua:340 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/jump_boss"")；stategraphs/SGmalbatross.lua:394 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/jump_boss"")；stategraphs/SGmalbatross.lua:868 TimeEvent(1 * FRAMES, function(inst) inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/jump_boss"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
394,turnoftides/common/together/water/splash/boss,BOSS,1.0,True,1.0,False,528,1,2,"haptics.lua 第 528 行注册；触发证据：stategraphs/SGmalbatross.lua:261 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/boss"")；stategraphs/SGmalbatross.lua:506 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/boss"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
395,turnoftides/common/together/water/splash/large,BOSS,1.0,True,1.0,False,529,1,10,"haptics.lua 第 529 行注册；触发证据：fx.lua:2026 sound = ""turnoftides/common/together/water/splash/large"",；prefabs/oceantree_pillar.lua:325 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/large"")；prefabs/oceantree_pillar.lua:336 inst.SoundEmitter:PlaySound(""turnoftides/common/together/water/splash/large"")；另 7 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
396,dontstarve_DLC001/creatures/moose/attack,BOSS,1.0,True,1.0,False,532,1,3,"haptics.lua 第 532 行注册；触发证据：stategraphs/SGmoose.lua:167 TimeEvent(1*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/attack"") end),；stategraphs/SGmoose.lua:192 TimeEvent(FRAMES*1, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/attack"") end),；stategraphs/SGmoose.lua:517 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/attack"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
397,dontstarve_DLC001/creatures/moose/taunt,BOSS,1.0,True,1.0,False,533,1,1,"haptics.lua 第 533 行注册；触发证据：stategraphs/SGmoose.lua:260 TimeEvent(11*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/taunt"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,咆哮/蓄力三段包络（上升—峰值—衰减）,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
398,dontstarve_DLC001/creatures/moose/swhoosh,BOSS,1.0,True,1.0,False,534,1,2,"haptics.lua 第 534 行注册；触发证据：stategraphs/SGmoose.lua:361 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/swhoosh"")；stategraphs/SGmoose.lua:510 TimeEvent(13*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/swhoosh"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,挥动/攻击双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
399,dontstarve_DLC001/creatures/moose/honk,BOSS,1.0,True,1.0,False,535,1,2,"haptics.lua 第 535 行注册；触发证据：stategraphs/SGmoose.lua:364 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/honk"")；stategraphs/SGmoose.lua:396 TimeEvent(12*FRAMES, function(inst) inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/honk"") end),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
400,dontstarve_DLC001/creatures/moose/death,BOSS,1.0,True,1.0,False,536,1,1,"haptics.lua 第 536 行注册；触发证据：stategraphs/SGmoose.lua:525 inst.SoundEmitter:PlaySound(""dontstarve_DLC001/creatures/moose/death"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,Boss 双段重脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
401,daywalker/action/step,BOSS,1.0,True,1.0,False,539,1,11,"haptics.lua 第 539 行注册；触发证据：prefabs/daywalker.lua:1180 inst.footstep = ""daywalker/action/step""；stategraphs/SGdaywalker_imprisoned.lua:109 FrameEvent(57, function(inst) inst.SoundEmitter:PlaySound(""daywalker/action/step"", nil, 0.3) end),；stategraphs/SGdaywalker_imprisoned.lua:142 FrameEvent(11, function(inst) inst.SoundEmitter:PlaySound(""daywalker/action/step"", nil, 0.3) end),；另 8 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,BOSS 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 12–64 单位；超距归零，可由 Spatial Reach 缩放,脚步/落地双脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
